Kimlik,Tür,"Stok kodu (SKU)","GTIN, UPC, EAN veya ISBN",İsim,Yayımlanmış,"Öne çıkan?","Katalogda görünürlük","Kısa açıklama",Açıklama,"İndirimli fiyatın başladığı tarih","İndirimli fiyatın bittiği tarih","Vergi durumu","Vergi sınıfı",Stokta?,Stok,"Düşük stok miktarı","Ön Siparişe İzin Ver?","Ayrı ayrı mı satılıyor?","Ağırlık (kg)","Uzunluk (cm)","Genişlik (cm)","Yükseklik (cm)","Müşteri değerlendirmelerine izin verilsin mi?","Satın alma notu","İndirimli satış fiyatı","Normal fiyat",Kategoriler,Etiketler,"Gönderim sınıfı",Görseller,"İndirme sınırı","İndirme sona erme günü",Ebeveyn,"Gruplanmış ürünler","Yukarı satışlar","Çapraz satışlar","Harici URL","Düğme metni",Konum,Markalar,"Meta: _wp_page_template","Meta: newts_product_brand","Meta: newts_product_brand_parent","Meta: _ajax_nonce-add-ts_product_brand","Meta: ts_prod_layout","Meta: ts_prod_left_sidebar","Meta: ts_prod_right_sidebar","Meta: ts_prod_summary_custom_content","Meta: ts_prod_custom_tab","Meta: ts_prod_custom_tab_title","Meta: ts_prod_custom_tab_content","Meta: ts_bg_breadcrumbs","Meta: ts_prod_video_url","Meta: ts_prod_360_gallery","Meta: ts_prod_size_chart","Meta: ts_prod_dimensions","Meta: yoast_wpseo_primary_ts_product_brand_term","Meta: yoast_wpseo_primary_ts_product_brand_nonce","Meta: _yoast_wpseo_primary_product_brand","Meta: _yoast_wpseo_primary_product_cat","Meta: _yoast_wpseo_primary_ts_product_brand","Meta: _yoast_wpseo_content_score","Meta: _yoast_wpseo_estimated-reading-time-minutes","Meta: rs_page_bg_color","Nitelik 1 ismi","Nitelik 1 değer(ler)i","Nitelik 1 görünür","Nitelik 1 genel","Nitelik 2 ismi","Nitelik 2 değer(ler)i","Nitelik 2 görünür","Nitelik 2 genel","Nitelik 3 ismi","Nitelik 3 değer(ler)i","Nitelik 3 görünür","Nitelik 3 genel","Meta: _yoast_wpseo_focuskw","Meta: _yoast_wpseo_linkdex","Meta: _yoast_wpseo_metadesc"
7742,simple,ZD-IRON,,"PHILIPS BUHAR İSTASYONLU ÜTÜ",1,0,visible,"BUHAR İSTASYONLU ÜTÜ",,,,taxable,,1,,,0,0,,,,,0,,7500,8500,"Diğer Ürünler",,,https://zorluplus.com/wp-content/uploads/2025/11/PHILIPS-BUHAR-ISTASYONLU-UTU.png,,,,,,,,,0,,default,"New brand name",'-1,350dc6bbcd,0,0,0,,0,,,,,,,,,c7486ef2f5,,,,60,0,
7745,simple,ZD-PAC,,"AUX PORTATİF KLİMA",1,0,visible,"PORTATİF KLİMA",,,,taxable,,1,,,0,0,,,,,0,,17900,20000,İklimlendirme,,,https://zorluplus.com/wp-content/uploads/2025/11/0703010046-1_552x552_pad_478b24840a.jpg,,,,,,,,,0,,default,"New brand name",'-1,a8a25b21dd,0,0,0,,0,,,,,,,,,,,,,,,
7747,simple,ZD-Heaters,,"ATLANTIC KONVEKTÖR ISITICI",1,0,visible,"KONVEKTÖR ISITICI",,,,taxable,,1,,,0,0,,,,,0,,8500,12900,"İklimlendirme > Isıtıcılar",,,https://zorluplus.com/wp-content/uploads/2025/11/33cc21cd2a9c-f120-d-packshot-face.jpg,,,,,,,,,0,,default,"New brand name",'-1,c3db83db19,0,0,0,,0,,,,,,,,,,,,,,,
7772,simple,ZD-AUDIO-JBL-SOUNDBARS,,"JBL 2.1 DEEP BASS SOUNDBAR",1,0,visible,SOUNDBAR,"JBL DEEP BASS Serisi Soundbar,...",,,taxable,,1,20,,0,0,,,,,1,,18800,24650,"Video / Audio > Soundbarlar","BT Speaker",,https://zorluplus.com/wp-content/uploads/2025/11/JBL_Bar_2.1_Deep_Bass_Hero_0167.png,,,,,,,,,0,JBL,,,,,,,,,,,,,,,,,,,,,,,,
8084,simple,,,"MERVESAN Voltaj Regülatörü",1,0,visible,"Otomatik Voltaj Regülatörü","Otomatik Voltaj Regülatörü Giriş : 140-260V AC,ÇıkıŞ : 220V AC,Çıkış Gücü : 1000VA,Özellikler; Mikroişlemci Kontrolü (CPU) Duvar Montaj İmkanı,Geniş Voltaj Regülasyon İmkanı ,Yüksek Voltaj Koruması,Düşük Voltaj Koruması , Yüksek Isı Koruması,Aşırı Yük Koruması,Kısa Devre Koruması, Kullanım Alanları : Televizyon ve Ses Sistemi",,,taxable,,1,100,,0,0,,20,,,0,,,5000.0,"Diğer Ürünler",AVR,,https://zorluplus.com/wp-content/uploads/2025/12/a.png,,,,,,,,,0,Mervesan,default,"New brand name",'-1,c3db83db19,0,0,0,,0,,,,,,,,,,,,,,,
8085,simple,,,"HDMI 2.1 Cable 1,5 m",1,0,visible,"Ultra HD 8K HDMI Cable","PLAYSTATION 5,XBOX X,BEIN DIGITURK CİHAZLARINA ÖZEL 4K/8K 48 GBPS YÜKSEK ÇÖZÜNÜRLÜKLÜ 1,5M HDMI 2,1 KABLO",,,taxable,,1,100,,0,0,,20,,,0,,,1300.0,"Oyun > Aksesuar","8K, HDMI",,https://zorluplus.com/wp-content/uploads/2025/11/masterx-mx-18938-8k-60hz-ultra-hd-1.5-metre-hdmi-kablo-kcm23796079-1-6c6cf856462844beb597eb2b9d399824.jpg,,,,,,,,,0,"MASTER X",default,"New brand name",'-1,bd35d4a0a0,0,0,0,,0,,,,,,,,,,,,,,,
8086,simple,,,"HDMI 2.1 Cable 2m",1,0,visible,"Ultra HD 8K HDMI Cable","PLAYSTATION 5,XBOX X,BEIN DIGITURK CİHAZLARINA ÖZEL 4K/8K 48 GBPS YÜKSEK ÇÖZÜNÜRLÜKLÜ 2M HDMI 2,1 KABLO",,,taxable,,1,100,,0,0,,20,,,0,,,1500.0,"Oyun > Aksesuar","8K, HDMI",,https://zorluplus.com/wp-content/uploads/2025/11/712zRvk3ayL.jpg,,,,,,,,,0,"U GREEN",default,,,,,,,,,,,,,,,,,,,,,,,
8087,simple,,,"HDMI 2.1 Cable 3m",1,0,visible,"Ultra HD 8K HDMI Cable","PLAYSTATION 5,XBOX X,BEIN DIGITURK CİHAZLARINA ÖZEL 4K/8K 48 GBPS YÜKSEK ÇÖZÜNÜRLÜKLÜ 3M HDMI 2,1 KABLO",,,taxable,,1,100,,0,0,,20,,,1,,,1750.0,"Oyun > Aksesuar","8K, HDMI",,https://zorluplus.com/wp-content/uploads/2025/11/4_88fc079c-1202-4dea-bc4c-7742b3176f0f.jpg,,,,,,,,,0,PREMIUM,,,,,,,,,,,,,,,,,,,,,,,,
8093,simple,ZD-ACC-AUTVREG,,"MERVESAN Voltaj Regülatörü",1,0,visible,"Otomatik Voltaj Regülatörü","Otomatik Voltaj Regülatörü Giriş : 140-260V AC,ÇıkıŞ : 220V AC,Çıkış Gücü : 1000VA,Özellikler; Mikroişlemci Kontrolü (CPU) Duvar Montaj İmkanı,Geniş Voltaj Regülasyon İmkanı ,Yüksek Voltaj Koruması,Düşük Voltaj Koruması , Yüksek Isı Koruması,Aşırı Yük Koruması,Kısa Devre Koruması, Kullanım Alanları : Televizyon ve Ses Sistemi",,,taxable,,1,100,,0,0,,20,,,0,,,5000.0,"Diğer Ürünler",AVR,,https://zorluplus.com/wp-content/uploads/2025/12/a.png,,,,,,,,,0,Mervesan,default,"New brand name",'-1,c3db83db19,0,0,0,,0,,,,,,,,,,,,,,,
8095,simple,ZD-AUDIO-JBL-EAR,,"JBL KULAK İÇİ KABLOSUZ KULAKLIK",1,0,visible,"KABLOSUZ BT KULAKLIK","JBL PURE BASS SOUND , MİKROFON ÖZELLİĞİ,8 SAAT PİL ÖMRÜ, BLUETOOTH KABLOSUZ BAĞLANTI",,,taxable,,1,20,,0,0,,123,,,0,,,2150.0,"Video / Audio > Kulaklıklar","BT Earphones",,https://zorluplus.com/wp-content/uploads/2025/12/JBL-T115T.png,,,,,,,,,0,JBL,default,"New brand name",'-1,8b0e0f03ac,0,0,0,,0,,,,,,,,,,,,,,,
